molecular_weight,logP,tpsa,hbd,hba,rotatable_bonds,qed,vina_score,num_rings,aromatic_rings,caco2,bbb_logBB,h2o_sol_logS,bioavailability,sascore,plip_hbonds,plip_hydrophobic,plip_pi_stack,electrostatic_descriptor,topological_psa,pKd,affinity_nM,target_id,source_phytochemical,evidence_tier,notes
469.71,-0.35,71.25,1,4,1,0.708,-4.809,1,4,-5.156,-1.911,-4.907,0.6,2.13,1,8,3,-1.677,73.04,5.866,1362.48,T010_ERa,Bacoside A,3,Synthetic - ML prediction tier; NOT experimental
219.3,2.151,76.99,5,7,7,0.466,-8.001,4,3,-5.945,-0.323,-1.213,0.55,5.78,4,4,1,0.482,74.45,7.002,99.52,T004_FactorXa,Gallic acid,3,Synthetic - ML prediction tier; NOT experimental
527.67,1.856,90.44,0,9,8,0.545,-11.092,1,2,-4.34,-0.05,-4.333,0.36,3.45,3,5,0,-2.271,92.13,7.951,11.2,T006_Mpro,Gallic acid,3,Synthetic - ML prediction tier; NOT experimental
500.79,2.598,114.31,3,4,3,0.871,-6.702,2,2,-4.744,0.157,-1.317,0.78,5.12,1,1,0,-3.0,116.38,5.546,2841.95,T003_TLR4,Ellagic acid,3,Synthetic - ML prediction tier; NOT experimental
386.87,4.496,96.57,0,3,4,0.503,-4.13,2,4,-5.479,-0.162,-3.804,0.69,2.62,1,0,1,-2.15,101.46,4.728,18710.29,T003_TLR4,Bacoside A,3,Synthetic - ML prediction tier; NOT experimental
405.76,3.698,60.05,3,6,4,0.701,-4.307,4,2,-4.665,-0.826,-2.512,0.36,4.08,3,2,0,-1.299,52.46,5.232,5855.86,T001_mGluR2,Berberine,3,Synthetic - ML prediction tier; NOT experimental
171.32,4.942,174.42,3,9,4,0.207,-10.313,5,4,-5.578,0.708,-3.375,0.61,2.87,1,5,2,-0.243,181.59,8.053,8.84,T003_TLR4,Curcumin,3,Synthetic - ML prediction tier; NOT experimental
542.48,3.451,168.52,0,12,7,0.482,-7.962,6,1,-4.848,0.782,-2.123,0.62,2.65,2,5,3,-2.595,159.11,6.738,182.88,T007_COX2,Ellagic acid,3,Synthetic - ML prediction tier; NOT experimental
399.72,3.576,78.55,1,5,1,0.875,-10.195,4,3,-4.155,-1.814,-4.748,0.32,5.75,3,5,0,2.541,74.97,8.509,3.1,T007_COX2,Berberine,3,Synthetic - ML prediction tier; NOT experimental
338.81,5.433,116.07,1,5,4,0.568,-6.409,2,1,-4.516,-0.698,-3.357,0.77,2.43,0,1,1,-2.801,108.88,6.184,654.85,T006_Mpro,Quercetin,3,Synthetic - ML prediction tier; NOT experimental
582.25,1.544,132.35,5,12,8,0.572,-5.257,5,3,-4.998,-0.931,-1.501,0.81,6.01,3,6,3,2.244,133.74,6.238,578.4,T003_TLR4,Quercetin,3,Synthetic - ML prediction tier; NOT experimental
299.11,0.208,64.59,4,10,5,0.217,-5.34,3,2,-5.219,-0.926,-1.638,0.39,3.44,4,3,2,-0.605,55.72,6.018,959.8,T005_BACE1,Curcumin,3,Synthetic - ML prediction tier; NOT experimental
476.62,-0.306,93.21,1,7,0,0.304,-7.397,6,2,-4.152,-0.01,-1.609,0.44,2.36,4,0,2,2.886,102.21,6.259,551.22,T006_Mpro,Ellagic acid,3,Synthetic - ML prediction tier; NOT experimental
593.76,2.373,49.42,5,2,1,0.227,-7.693,6,2,-5.137,-1.09,-1.751,0.88,2.11,0,0,1,0.205,56.63,5.806,1561.38,T006_Mpro,Berberine,3,Synthetic - ML prediction tier; NOT experimental
176.07,4.094,134.32,3,8,8,0.303,-8.215,5,2,-5.296,-0.971,-1.41,0.44,2.46,0,3,3,1.485,142.08,6.026,942.46,T010_ERa,Quercetin,3,Synthetic - ML prediction tier; NOT experimental
434.02,5.446,32.23,5,5,0,0.257,-10.55,2,2,-5.913,-0.951,-2.724,0.45,3.46,4,6,3,0.945,35.37,9.5,0.32,T003_TLR4,Berberine,3,Synthetic - ML prediction tier; NOT experimental
502.63,4.381,164.65,6,5,7,0.735,-4.439,5,2,-4.262,-1.267,-1.535,0.49,4.71,0,0,2,2.403,168.76,4.741,18168.96,T006_Mpro,Berberine,3,Synthetic - ML prediction tier; NOT experimental
289.89,0.721,50.57,4,5,4,0.756,-9.919,3,1,-5.928,-1.295,-3.799,0.76,6.77,0,7,0,-1.378,52.33,7.477,33.35,T001_mGluR2,Curcumin,3,Synthetic - ML prediction tier; NOT experimental
577.29,1.804,32.83,3,8,7,0.233,-9.957,2,3,-4.935,-0.019,-5.843,0.76,6.69,4,5,2,1.861,34.65,9.5,0.32,T010_ERa,Gallic acid,3,Synthetic - ML prediction tier; NOT experimental
320.47,4.475,95.11,3,2,1,0.615,-4.356,6,2,-4.283,0.814,-3.682,0.64,4.84,4,4,1,2.762,94.46,6.627,236.22,T001_mGluR2,Curcumin,3,Synthetic - ML prediction tier; NOT experimental
549.79,5.206,42.83,1,10,4,0.453,-8.54,5,2,-5.277,-0.022,-2.088,0.79,5.04,0,4,2,2.016,49.78,7.759,17.41,T005_BACE1,Berberine,3,Synthetic - ML prediction tier; NOT experimental
158.63,-0.447,35.55,2,9,10,0.833,-9.866,1,4,-4.122,-1.171,-2.948,0.49,2.32,1,4,2,-1.443,35.45,7.768,17.06,T010_ERa,Gallic acid,3,Synthetic - ML prediction tier; NOT experimental
266.34,3.428,57.64,4,9,9,0.438,-7.349,2,0,-4.097,0.976,-1.124,0.31,6.22,2,8,0,0.603,54.63,7.923,11.93,T001_mGluR2,Quercetin,3,Synthetic - ML prediction tier; NOT experimental
371.91,2.566,65.55,2,11,5,0.822,-6.392,1,3,-4.248,-1.571,-4.367,0.77,3.67,3,5,3,2.655,61.43,7.71,19.48,T004_FactorXa,Bacoside A,3,Synthetic - ML prediction tier; NOT experimental
605.94,-0.347,121.36,6,7,8,0.737,-5.935,5,2,-4.12,-0.863,-3.087,0.69,2.75,5,1,0,2.752,131.2,5.907,1238.03,T006_Mpro,Quercetin,3,Synthetic - ML prediction tier; NOT experimental
